Country,year,metric,amount
Morocco,1961,Government Percent,NA
Morocco,1961,Military Capita Spending,NA
Morocco,1962,USD Constant,301906567
Morocco,1962,USD Current,53848540
Morocco,1962,GDP Percent,2.57
Morocco,1962,Government Percent,NA
Morocco,1962,Military Capita Spending,NA
Morocco,1963,USD Constant,397256656
Morocco,1963,USD Current,74893933
Morocco,1963,GDP Percent,3.2
Morocco,1963,Government Percent,NA
Morocco,1963,Military Capita Spending,NA
Morocco,1964,USD Constant,356907464
Morocco,1964,USD Current,69993222
Morocco,1964,GDP Percent,2.84
Morocco,1964,Government Percent,NA
Morocco,1964,Military Capita Spending,NA
Morocco,1965,USD Constant,311301398
Morocco,1965,USD Current,63175700
Morocco,1965,GDP Percent,2.43
Morocco,1965,Government Percent,NA
Morocco,1965,Military Capita Spending,NA
Morocco,1966,USD Constant,338195859
Morocco,1966,USD Current,67938085
Morocco,1966,GDP Percent,2.68
Morocco,1966,Government Percent,NA
Morocco,1966,Military Capita Spending,NA
Morocco,1967,USD Constant,352839039
Morocco,1967,USD Current,70348919
Morocco,1967,GDP Percent,2.62
Morocco,1967,Government Percent,NA
Morocco,1967,Military Capita Spending,NA
Morocco,1968,USD Constant,453932446
Morocco,1968,USD Current,90900288
Morocco,1968,GDP Percent,3
Morocco,1968,Government Percent,NA
Morocco,1968,Military Capita Spending,NA
Morocco,1969,USD Constant,412170269
Morocco,1969,USD Current,84972009
Morocco,1969,GDP Percent,2.39
Morocco,1969,Government Percent,NA
Morocco,1969,Military Capita Spending,NA
Morocco,1970,USD Constant,425892306
Morocco,1970,USD Current,88924195
Morocco,1970,GDP Percent,2.32
Morocco,1970,Government Percent,NA
Morocco,1970,Military Capita Spending,NA
Morocco,1971,USD Constant,510672167
Morocco,1971,USD Current,111288010
Morocco,1971,GDP Percent,2.63
Morocco,1971,Government Percent,NA
Morocco,1971,Military Capita Spending,NA
Morocco,1972,USD Constant,564858850
Morocco,1972,USD Current,140446992
Morocco,1972,GDP Percent,2.84
Morocco,1972,Government Percent,NA
Morocco,1972,Military Capita Spending,NA
Morocco,1973,USD Constant,641974142
Morocco,1973,USD Current,185783994
Morocco,1973,GDP Percent,3.06
Morocco,1973,Government Percent,NA
Morocco,1973,Military Capita Spending,NA
Morocco,1974,USD Constant,756520622
Morocco,1974,USD Current,241889161
Morocco,1974,GDP Percent,3.15
Morocco,1974,Government Percent,NA
Morocco,1974,Military Capita Spending,NA
Morocco,1975,USD Constant,1110875628
Morocco,1975,USD Current,413326128
Morocco,1975,GDP Percent,4.6
Morocco,1975,Government Percent,NA
Morocco,1975,Military Capita Spending,NA
Morocco,1976,USD Constant,1559277675
Morocco,1976,USD Current,577239433
Morocco,1976,GDP Percent,6.22
Morocco,1976,Government Percent,NA
Morocco,1976,Military Capita Spending,NA
Morocco,1977,USD Constant,1788167997
Morocco,1977,USD Current,731455472
Morocco,1977,GDP Percent,6.62
Morocco,1977,Government Percent,NA
Morocco,1977,Military Capita Spending,NA
Morocco,1978,USD Constant,1592705726
Morocco,1978,USD Current,772559382
Morocco,1978,GDP Percent,5.84
Morocco,1978,Government Percent,NA
Morocco,1978,Military Capita Spending,NA
Morocco,1979,USD Constant,1596279146
Morocco,1979,USD Current,896353802
Morocco,1979,GDP Percent,5.63
Morocco,1979,Government Percent,NA
Morocco,1979,Military Capita Spending,NA
Morocco,1980,USD Constant,1837222003
Morocco,1980,USD Current,1117955622
Morocco,1980,GDP Percent,5.94
Morocco,1980,Government Percent,NA
Morocco,1980,Military Capita Spending,NA
Morocco,1981,USD Constant,1872553357
Morocco,1981,USD Current,975581463
Morocco,1981,GDP Percent,6.38
Morocco,1981,Government Percent,NA
Morocco,1981,Military Capita Spending,NA
Morocco,1982,USD Constant,1940294476
Morocco,1982,USD Current,959485441
Morocco,1982,GDP Percent,6.22
Morocco,1982,Government Percent,NA
Morocco,1982,Military Capita Spending,NA
Morocco,1983,USD Constant,1412128331
Morocco,1983,USD Current,628153423
Morocco,1983,GDP Percent,4.51
Morocco,1983,Government Percent,NA
Morocco,1983,Military Capita Spending,NA
Morocco,1984,USD Constant,1269304766
Morocco,1984,USD Current,512454401
Morocco,1984,GDP Percent,4.02
Morocco,1984,Government Percent,NA
Morocco,1984,Military Capita Spending,NA
Morocco,1985,USD Constant,1818381415
Morocco,1985,USD Current,692472050
Morocco,1985,GDP Percent,5.39
Morocco,1985,Government Percent,NA
Morocco,1985,Military Capita Spending,NA
Morocco,1986,USD Constant,1591928662
Morocco,1986,USD Current,728545633
Morocco,1986,GDP Percent,4.3
Morocco,1986,Government Percent,NA
Morocco,1986,Military Capita Spending,NA
Morocco,1987,USD Constant,1592862043
Morocco,1987,USD Current,815386106
Morocco,1987,GDP Percent,4.37
Morocco,1987,Government Percent,NA
Morocco,1987,Military Capita Spending,NA
Morocco,1988,USD Constant,1718994637
Morocco,1988,USD Current,917269145
Morocco,1988,GDP Percent,4.13
Morocco,1988,Government Percent,NA
Morocco,1988,Military Capita Spending,38
Morocco,1989,USD Constant,1858831820
Morocco,1989,USD Current,990555090
Morocco,1989,GDP Percent,4.39
Morocco,1989,Government Percent,NA
Morocco,1989,Military Capita Spending,41
Morocco,1990,USD Constant,1825441791
Morocco,1990,USD Current,1069720492
Morocco,1990,GDP Percent,4.15
Morocco,1990,Government Percent,14.5
Morocco,1990,Military Capita Spending,43
Morocco,1991,USD Constant,1917060103
Morocco,1991,USD Current,1148445710
Morocco,1991,GDP Percent,4.14
Morocco,1991,Government Percent,15.8
Morocco,1991,Military Capita Spending,45
Morocco,1992,USD Constant,1901835066
Morocco,1992,USD Current,1228526553
Morocco,1992,GDP Percent,4.3
Morocco,1992,Government Percent,15.11
Morocco,1992,Military Capita Spending,48
Morocco,1993,USD Constant,2006530139
Morocco,1993,USD Current,1251786538
Morocco,1993,GDP Percent,4.66
Morocco,1993,Government Percent,15.81
Morocco,1993,Military Capita Spending,48
Morocco,1994,USD Constant,2059897180
Morocco,1994,USD Current,1365250019
Morocco,1994,GDP Percent,4.49
Morocco,1994,Government Percent,16.3
Morocco,1994,Military Capita Spending,51
Morocco,1995,USD Constant,1897161277
Morocco,1995,USD Current,1437898701
Morocco,1995,GDP Percent,4.35
Morocco,1995,Government Percent,16
Morocco,1995,Military Capita Spending,53
Morocco,1996,USD Constant,1892093865
Morocco,1996,USD Current,1447128689
Morocco,1996,GDP Percent,3.95
Morocco,1996,Government Percent,17.61
Morocco,1996,Military Capita Spending,53
Morocco,1997,USD Constant,1981628986
Morocco,1997,USD Current,1400949501
Morocco,1997,GDP Percent,4.19
Morocco,1997,Government Percent,17.78
Morocco,1997,Military Capita Spending,50
Morocco,1998,USD Constant,2005259486
Morocco,1998,USD Current,1444959716
Morocco,1998,GDP Percent,3.46
Morocco,1998,Government Percent,17.03
Morocco,1998,Military Capita Spending,51
Morocco,1999,USD Constant,1418014785
Morocco,1999,USD Current,1007810763
Morocco,1999,GDP Percent,2.42
Morocco,1999,Government Percent,12.14
Morocco,1999,Military Capita Spending,35
Morocco,2000,USD Constant,1561502166
Morocco,2000,USD Current,1043423430
Morocco,2000,GDP Percent,2.69
Morocco,2000,Government Percent,10.9
Morocco,2000,Military Capita Spending,36
Morocco,2001,USD Constant,2326215652
Morocco,2001,USD Current,1470317615
Morocco,2001,GDP Percent,3.73
Morocco,2001,Government Percent,14.53
Morocco,2001,Military Capita Spending,50
Morocco,2002,USD Constant,2213251322
Morocco,2002,USD Current,1474874326
Morocco,2002,GDP Percent,3.49
Morocco,2002,Government Percent,12.5
Morocco,2002,Military Capita Spending,50
Morocco,2003,USD Constant,2344373166
Morocco,2003,USD Current,1819230070
Morocco,2003,GDP Percent,3.49
Morocco,2003,Government Percent,13.4
Morocco,2003,Military Capita Spending,61
Morocco,2004,USD Constant,2278579472
Morocco,2004,USD Current,1937523822
Morocco,2004,GDP Percent,3.25
Morocco,2004,Government Percent,12.27
Morocco,2004,Military Capita Spending,64
Morocco,2005,USD Constant,2364617961
Morocco,2005,USD Current,2031131381
Morocco,2005,GDP Percent,3.26
Morocco,2005,Government Percent,10.51
Morocco,2005,Military Capita Spending,67
Morocco,2006,USD Constant,2387192450
Morocco,2006,USD Current,2134594876
Morocco,2006,GDP Percent,3.11
Morocco,2006,Government Percent,11.06
Morocco,2006,Military Capita Spending,69
Morocco,2007,USD Constant,2458415285
Morocco,2007,USD Current,2408350250
Morocco,2007,GDP Percent,3.05
Morocco,2007,Government Percent,10.65
Morocco,2007,Military Capita Spending,77
Morocco,2008,USD Constant,2742320011
Morocco,2008,USD Current,2944958473
Morocco,2008,GDP Percent,3.18
Morocco,2008,Government Percent,10.41
Morocco,2008,Military Capita Spending,93
Morocco,2009,USD Constant,2928326367
Morocco,2009,USD Current,3055069442
Morocco,2009,GDP Percent,3.29
Morocco,2009,Government Percent,10.81
Morocco,2009,Military Capita Spending,96
Morocco,2010,USD Constant,3134414814
Morocco,2010,USD Current,3160804832
Morocco,2010,GDP Percent,3.39
Morocco,2010,Government Percent,10.91
Morocco,2010,Military Capita Spending,98
Morocco,2011,USD Constant,3157265071
Morocco,2011,USD Current,3342698956
Morocco,2011,GDP Percent,3.3
Morocco,2011,Government Percent,9.76
Morocco,2011,Military Capita Spending,102
Morocco,2012,USD Constant,3384340529
Morocco,2012,USD Current,3402700836
Morocco,2012,GDP Percent,3.46
Morocco,2012,Government Percent,9.83
Morocco,2012,Military Capita Spending,102
Morocco,2013,USD Constant,3866423157
Morocco,2013,USD Current,4065552317
Morocco,2013,GDP Percent,3.81
Morocco,2013,Government Percent,11.56
Morocco,2013,Military Capita Spending,121
Morocco,2014,USD Constant,3833739316
Morocco,2014,USD Current,4048612524
Morocco,2014,GDP Percent,3.68
Morocco,2014,Government Percent,11.08
Morocco,2014,Military Capita Spending,118
Morocco,2015,USD Constant,3539598055
Morocco,2015,USD Current,3268363376
Morocco,2015,GDP Percent,3.23
Morocco,2015,Government Percent,10.42
Morocco,2015,Military Capita Spending,94
Morocco,2016,USD Constant,3561166270
Morocco,2016,USD Current,3327031890
Morocco,2016,GDP Percent,3.22
Morocco,2016,Government Percent,10.44
Morocco,2016,Military Capita Spending,95
Morocco,2017,USD Constant,3665919455
Morocco,2017,USD Current,3461461531
Morocco,2017,GDP Percent,3.18
Morocco,2017,Government Percent,10.59
Morocco,2017,Military Capita Spending,97
Morocco,2018,USD Constant,3687576748
Morocco,2018,USD Current,3696856945
Morocco,2018,GDP Percent,3.12
Morocco,2018,Government Percent,10.49
Morocco,2018,Military Capita Spending,103
Morocco,2019,USD Constant,3764878220
Morocco,2019,USD Current,3721323837
Morocco,2019,GDP Percent,3.1
Morocco,2019,Government Percent,10.47
Morocco,2019,Military Capita Spending,102
Morocco,2020,USD Constant,4830956394
Morocco,2020,USD Current,4830956394
Morocco,2020,GDP Percent,4.28
Morocco,2020,Government Percent,11.7
Morocco,2020,Military Capita Spending,131
Morocco,2021,USD Constant,4997414174
Morocco,2021,USD Current,5378366535
Morocco,2021,GDP Percent,4.18
Morocco,2021,Government Percent,13.2
Morocco,2021,Military Capita Spending,144
Tunisia,1949,USD Constant,NA
Tunisia,1949,USD Current,NA
Tunisia,1949,GDP Percent,NA
Tunisia,1949,Government Percent,NA
Tunisia,1949,Military Capita Spending,NA
Tunisia,1950,USD Constant,NA
Tunisia,1950,USD Current,NA
Tunisia,1950,GDP Percent,NA
Tunisia,1950,Government Percent,NA
Tunisia,1950,Military Capita Spending,NA
Tunisia,1951,USD Constant,NA
Tunisia,1951,USD Current,NA
Tunisia,1951,GDP Percent,NA
Tunisia,1951,Government Percent,NA
Tunisia,1951,Military Capita Spending,NA
Tunisia,1952,USD Constant,NA
Tunisia,1952,USD Current,NA
Tunisia,1952,GDP Percent,NA
Tunisia,1952,Government Percent,NA
Tunisia,1952,Military Capita Spending,NA
Tunisia,1953,USD Constant,NA
Tunisia,1953,USD Current,NA
Tunisia,1953,GDP Percent,NA
Tunisia,1953,Government Percent,NA
Tunisia,1953,Military Capita Spending,NA
Tunisia,1954,USD Constant,NA
Tunisia,1954,USD Current,NA
Tunisia,1954,GDP Percent,NA
Tunisia,1954,Government Percent,NA
Tunisia,1954,Military Capita Spending,NA
Tunisia,1955,USD Constant,NA
Tunisia,1955,USD Current,NA
Tunisia,1955,GDP Percent,NA
Tunisia,1955,Government Percent,NA
Tunisia,1955,Military Capita Spending,NA
Tunisia,1956,USD Constant,NA
Tunisia,1956,USD Current,3714286
Tunisia,1956,GDP Percent,NA
Tunisia,1956,Government Percent,NA
Tunisia,1956,Military Capita Spending,NA
Tunisia,1957,USD Constant,NA
Tunisia,1957,USD Current,6411150
Tunisia,1957,GDP Percent,NA
Tunisia,1957,Government Percent,NA
Tunisia,1957,Military Capita Spending,NA
Tunisia,1958,USD Constant,NA
Tunisia,1958,USD Current,9523810
Tunisia,1958,GDP Percent,NA
Tunisia,1958,Government Percent,NA
Tunisia,1958,Military Capita Spending,NA
Tunisia,1959,USD Constant,NA
Tunisia,1959,USD Current,14285714
Tunisia,1959,GDP Percent,NA
Tunisia,1959,Government Percent,NA
Tunisia,1959,Military Capita Spending,NA
Tunisia,1960,USD Constant,NA
Tunisia,1960,USD Current,15952381
Tunisia,1960,GDP Percent,2
Tunisia,1960,Government Percent,NA
Tunisia,1960,Military Capita Spending,NA
Tunisia,1961,USD Constant,67217371
Tunisia,1961,USD Current,18571429
Tunisia,1961,GDP Percent,2.22
Tunisia,1961,Government Percent,NA
Tunisia,1961,Military Capita Spending,NA
Tunisia,1962,USD Constant,51229997
Tunisia,1962,USD Current,14285714
Tunisia,1962,GDP Percent,1.73
Tunisia,1962,Government Percent,NA
Tunisia,1962,Military Capita Spending,NA
Tunisia,1963,USD Constant,51428116
Tunisia,1963,USD Current,15238095
Tunisia,1963,GDP Percent,1.51
Tunisia,1963,Government Percent,NA
Tunisia,1963,Military Capita Spending,NA
Tunisia,1964,USD Constant,62033512
Tunisia,1964,USD Current,17478992
Tunisia,1964,GDP Percent,1.74
Tunisia,1964,Government Percent,NA
Tunisia,1964,Military Capita Spending,NA
Tunisia,1965,USD Constant,48695242
Tunisia,1965,USD Current,12761905
Tunisia,1965,GDP Percent,1.29
Tunisia,1965,Government Percent,NA
Tunisia,1965,Military Capita Spending,NA
Tunisia,1966,USD Constant,51049968
Tunisia,1966,USD Current,13714286
Tunisia,1966,GDP Percent,1.32
Tunisia,1966,Government Percent,NA
Tunisia,1966,Military Capita Spending,NA
Tunisia,1967,USD Constant,54714308
Tunisia,1967,USD Current,15428571
Tunisia,1967,GDP Percent,1.42
Tunisia,1967,Government Percent,NA
Tunisia,1967,Military Capita Spending,NA
Tunisia,1968,USD Constant,61385150
Tunisia,1968,USD Current,17523810
Tunisia,1968,GDP Percent,1.44
Tunisia,1968,Government Percent,NA
Tunisia,1968,Military Capita Spending,NA
Tunisia,1969,USD Constant,58541738
Tunisia,1969,USD Current,16952381
Tunisia,1969,GDP Percent,1.31
Tunisia,1969,Government Percent,NA
Tunisia,1969,Military Capita Spending,NA
Tunisia,1970,USD Constant,74807226
Tunisia,1970,USD Current,22476190
Tunisia,1970,GDP Percent,1.56
Tunisia,1970,Government Percent,NA
Tunisia,1970,Military Capita Spending,NA
Tunisia,1971,USD Constant,77691681
Tunisia,1971,USD Current,24860542
Tunisia,1971,GDP Percent,1.48
Tunisia,1971,Government Percent,NA
Tunisia,1971,Military Capita Spending,NA
Tunisia,1972,USD Constant,87700646
Tunisia,1972,USD Current,31650677
Tunisia,1972,GDP Percent,1.41
Tunisia,1972,Government Percent,NA
Tunisia,1972,Military Capita Spending,NA
Tunisia,1973,USD Constant,86174626
Tunisia,1973,USD Current,38188218
Tunisia,1973,GDP Percent,1.4
Tunisia,1973,Government Percent,NA
Tunisia,1973,Military Capita Spending,NA
Tunisia,1974,USD Constant,87306629
Tunisia,1974,USD Current,46505448
Tunisia,1974,GDP Percent,1.31
Tunisia,1974,Government Percent,NA
Tunisia,1974,Military Capita Spending,NA
Tunisia,1975,USD Constant,124103876
Tunisia,1975,USD Current,75323106
Tunisia,1975,GDP Percent,1.74
Tunisia,1975,Government Percent,NA
Tunisia,1975,Military Capita Spending,NA
Tunisia,1976,USD Constant,143338498
Tunisia,1976,USD Current,83960119
Tunisia,1976,GDP Percent,1.86
Tunisia,1976,Government Percent,NA
Tunisia,1976,Military Capita Spending,NA
Tunisia,1977,USD Constant,189544975
Tunisia,1977,USD Current,121692505
Tunisia,1977,GDP Percent,2.38
Tunisia,1977,Government Percent,NA
Tunisia,1977,Military Capita Spending,NA
Tunisia,1978,USD Constant,210796092
Tunisia,1978,USD Current,148496652
Tunisia,1978,GDP Percent,2.49
Tunisia,1978,Government Percent,NA
Tunisia,1978,Military Capita Spending,NA
Tunisia,1979,USD Constant,202060044
Tunisia,1979,USD Current,160900650
Tunisia,1979,GDP Percent,2.24
Tunisia,1979,Government Percent,NA
Tunisia,1979,Military Capita Spending,NA
Tunisia,1980,USD Constant,215274231
Tunisia,1980,USD Current,194096120
Tunisia,1980,GDP Percent,2.03
Tunisia,1980,Government Percent,NA
Tunisia,1980,Military Capita Spending,NA
Tunisia,1981,USD Constant,284188466
Tunisia,1981,USD Current,228835732
Tunisia,1981,GDP Percent,2.48
Tunisia,1981,Government Percent,NA
Tunisia,1981,Military Capita Spending,NA
Tunisia,1982,USD Constant,429436840
Tunisia,1982,USD Current,328600426
Tunisia,1982,GDP Percent,3.69
Tunisia,1982,Government Percent,NA
Tunisia,1982,Military Capita Spending,NA
Tunisia,1983,USD Constant,528484576
Tunisia,1983,USD Current,383489474
Tunisia,1983,GDP Percent,4.17
Tunisia,1983,Government Percent,NA
Tunisia,1983,Military Capita Spending,NA
Tunisia,1984,USD Constant,361313388
Tunisia,1984,USD Current,249474469
Tunisia,1984,GDP Percent,2.76
Tunisia,1984,Government Percent,NA
Tunisia,1984,Military Capita Spending,NA
Tunisia,1985,USD Constant,313235261
Tunisia,1985,USD Current,215938722
Tunisia,1985,GDP Percent,2.34
Tunisia,1985,Government Percent,NA
Tunisia,1985,Military Capita Spending,NA
Tunisia,1986,USD Constant,268849927
Tunisia,1986,USD Current,206793455
Tunisia,1986,GDP Percent,2.09
Tunisia,1986,Government Percent,NA
Tunisia,1986,Military Capita Spending,NA
Tunisia,1987,USD Constant,243725681
Tunisia,1987,USD Current,194409783
Tunisia,1987,GDP Percent,1.82
Tunisia,1987,Government Percent,NA
Tunisia,1987,Military Capita Spending,NA
Tunisia,1988,USD Constant,281980535
Tunisia,1988,USD Current,232920341
Tunisia,1988,GDP Percent,2.1
Tunisia,1988,Government Percent,NA
Tunisia,1988,Military Capita Spending,30
Tunisia,1989,USD Constant,291062727
Tunisia,1989,USD Current,234062030
Tunisia,1989,GDP Percent,2.11
Tunisia,1989,Government Percent,NA
Tunisia,1989,Military Capita Spending,29
Tunisia,1990,USD Constant,267649862
Tunisia,1990,USD Current,247855882
Tunisia,1990,GDP Percent,1.84
Tunisia,1990,Government Percent,NA
Tunisia,1990,Military Capita Spending,30
Tunisia,1991,USD Constant,273629583
Tunisia,1991,USD Current,260431031
Tunisia,1991,GDP Percent,1.83
Tunisia,1991,Government Percent,6.33
Tunisia,1991,Military Capita Spending,31
Tunisia,1992,USD Constant,275106056
Tunisia,1992,USD Current,289677115
Tunisia,1992,GDP Percent,1.71
Tunisia,1992,Government Percent,6.33
Tunisia,1992,Military Capita Spending,34
